Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
8811,France,Soybeans,1999,26622,867.0,114695.0,11.83
24267,Saudi Arabia,Wheat,2005,54175,59.0,3875.97,26.47
15242,Indonesia,Maize,2010,44359,2702.0,1597.0,27.69
1398,Australia,Maize,2005,57983,534.0,34310.0,12.48
7687,Ecuador,"Rice, paddy",1998,32060,2274.0,21500.0,18.12
21603,Niger,"Rice, paddy",2006,36637,151.0,21.12,29.78
20994,Namibia,Sorghum,2002,1891,285.0,56.0,20.76
7040,Denmark,Maize,2010,48105,703.0,3894.0,7.54
4332,Brazil,Cassava,2009,138613,1761.0,335742.0,26.3
14496,India,Soybeans,2013,10123,1083.0,45620.0,25.44
26868,Turkey,Sorghum,2004,23333,593.0,28831.0,14.23
15611,Iraq,"Rice, paddy",2010,32482,216.0,1612.61,21.97
25909,Suriname,"Rice, paddy",1992,37975,2331.0,197.5,27.04
20890,Mozambique,Wheat,2004,10870,1032.0,572.99,21.89
27585,United Kingdom,Potatoes,2000,399759,1220.0,33031.28,9.97
13632,India,Sweet potatoes,2008,88943,1083.0,14485.33,25.68
25619,Spain,Maize,2011,113738,636.0,53549.0,17.9
25928,Suriname,Soybeans,1995,6667,2331.0,169.0,27.33
1263,Australia,Sweet potatoes,2000,317647,534.0,33475.0,17.57
26557,Turkey,Potatoes,1991,230653,593.0,24343.0,11.2
26719,Turkey,Soybeans,1997,21053,593.0,34431.0,17.2
19088,Mexico,Sweet potatoes,1991,174848,758.0,34468.93,21.2
19004,Mexico,"Rice, paddy",1990,37418,758.0,34468.93,19.27
13337,India,Cassava,2007,322204,1083.0,27422.77,27.31
6316,Chile,"Rice, paddy",1992,42044,1522.0,15373.0,5.97
11450,India,"Rice, paddy",1995,26972,1083.0,61257.0,26.15
9986,Haiti,Plantains and others,1991,70000,1440.0,18.86,27.01
11844,India,Soybeans,1997,10789,1083.0,52279.0,24.92
11431,India,Potatoes,1995,162720,1083.0,61257.0,25.73
9005,Germany,Soybeans,1999,26010,700.0,30019.0,10.58
18489,Malaysia,Sweet potatoes,2009,103094,2875.0,52464.19,27.47
5192,Burundi,Sweet potatoes,1995,61230,1274.0,144.2,21.55
13087,India,Soybeans,2005,10734,1083.0,35342.0,25.62
16934,Japan,Yams,2008,225093,1668.0,58750.0,13.31
22170,Pakistan,Sorghum,1997,5926,494.0,16936.0,23.76
7631,Ecuador,Potatoes,1996,84913,2274.0,2407.0,21.69
18833,Mauritania,Potatoes,2008,53810,92.0,17.22,28.14
10651,India,Sweet potatoes,1990,79663,1083.0,75000.0,26.59
19551,Mexico,Cassava,1999,136634,758.0,34468.93,16.09
23193,Papua New Guinea,Cassava,1996,106667,3142.0,105.0,25.41
12725,India,Soybeans,2002,7624,1083.0,42482.56,27.72
658,Argentina,Sorghum,2008,47474,591.0,87149.01,18.39
19176,Mexico,Maize,1993,24401,758.0,34468.93,21.04
14257,India,Potatoes,2012,217530,1083.0,52980.0,25.98
8596,Eritrea,Wheat,1995,5124,383.0,4.44,24.37
5635,Canada,Potatoes,1992,118173,537.0,29387.0,3.69
5845,Canada,Maize,2001,66187,537.0,38456.0,6.01
21735,Pakistan,Sorghum,1990,5736,494.0,5299.0,26.23
27210,Uganda,Soybeans,1996,11447,1180.0,88.0,23.49
17098,Japan,Wheat,2012,41004,1668.0,54716.4,15.14
21925,Pakistan,Sorghum,1993,5821,494.0,4945.0,18.91
12656,India,Maize,2002,16807,1083.0,42482.56,27.35
11223,India,Cassava,1994,245277,1083.0,61357.0,26.46
23726,Portugal,Sweet potatoes,2012,213756,854.0,12444.24,16.24
1107,Australia,Maize,1997,59403,534.0,34091.0,17.51
13387,India,"Rice, paddy",2007,32924,1083.0,27422.77,24.6
13061,India,Sorghum,2005,7968,1083.0,35342.0,26.73
5843,Canada,Maize,2001,66187,537.0,38456.0,9.63
17810,Lesotho,Potatoes,2001,162963,788.0,0.3,14.62
18930,Mauritius,Maize,2004,64737,2041.0,697.91,24.25
25019,South Africa,Soybeans,2007,11202,495.0,26857.0,21.07
16207,Japan,Sweet potatoes,1990,231353,1668.0,79821.18,16.4
10615,India,Soybeans,1990,10145,1083.0,75000.0,24.1
9875,Guyana,"Rice, paddy",1995,39542,2387.0,289.9,27.57
2301,Bangladesh,Soybeans,2008,15026,2666.0,12936.5,26.0
5941,Canada,Maize,2006,84737,537.0,36572.75,6.3
25548,Spain,Soybeans,2007,26744,636.0,39286.0,11.89
5372,Cameroon,"Rice, paddy",1992,35000,1604.0,1137.56,24.6
12458,India,Cassava,2001,266998,1083.0,43720.04,26.9
18413,Malaysia,Cassava,1990,97297,2875.0,39406.48,27.21
6080,Canada,Wheat,2011,29568,537.0,62107.2,7.3
24422,Senegal,Sweet potatoes,2005,250081,686.0,465.95,25.78
9629,Guatemala,Plantains and others,2008,175233,1996.0,18091.67,19.51
15544,Iraq,Wheat,2004,11898,216.0,828.62,23.72
26649,Turkey,Wheat,1994,17975,593.0,24219.0,18.35
4313,Brazil,Yams,2008,93753,1761.0,312637.0,21.86
1730,Australia,Wheat,2012,21511,534.0,48687.88,19.55
27734,Uruguay,Maize,1993,19631,1300.0,1634.02,16.81
19364,Mexico,Cassava,1996,77192,758.0,34468.93,19.27
7292,Dominican Republic,Sorghum,2002,19380,1410.0,4018.07,27.08
5773,Canada,Maize,1998,80054,537.0,41275.6,6.68
2629,Brazil,Wheat,1990,11540,1761.0,49695.0,25.29
4347,Brazil,Potatoes,2009,248299,1761.0,335742.0,20.78
3068,Brazil,Potatoes,1995,152304,1761.0,92967.22,24.77
21976,Pakistan,"Rice, paddy",1994,24333,494.0,6183.0,26.36
3043,Brazil,Cassava,1995,130631,1761.0,92967.22,27.34
9508,Guatemala,Sweet potatoes,1993,62500,1996.0,12004.33,19.85
23453,Peru,Soybeans,2006,15705,1738.0,12074.5,17.61
31,Albania,Maize,1996,32604,1485.0,313.96,15.64
24671,South Africa,Potatoes,1994,232625,495.0,16582.0,20.65
23974,Rwanda,Soybeans,1993,6667,1212.0,127.4,19.53
14426,India,Potatoes,2013,227606,1083.0,45620.0,28.85
13099,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.83
3508,Brazil,Sweet potatoes,1999,109463,1761.0,127585.0,24.01
12794,India,Cassava,2004,270436,1083.0,35113.0,25.25
22888,Pakistan,Sweet potatoes,2009,114254,494.0,3957.61,19.3
804,Armenia,Wheat,2012,26010,562.0,278.72,10.2
19109,Mexico,Cassava,1992,93194,758.0,34468.93,17.33
22444,Pakistan,Sweet potatoes,2001,104168,494.0,11871.0,27.28
11718,India,Wheat,1996,24828,1083.0,56114.0,25.55
16169,Jamaica,Cassava,2012,188866,2051.0,909.71,27.51
23956,Rwanda,Soybeans,1991,7200,1212.0,107.0,19.22
25850,Sri Lanka,Cassava,2012,121660,1712.0,1112.8,26.88
10951,India,Sorghum,1992,9820,1083.0,70791.0,25.41
26308,Thailand,Wheat,1991,4861,1622.0,18849.0,27.85
589,Argentina,Potatoes,2004,288717,591.0,65003.34,17.67
16786,Japan,"Rice, paddy",2005,66483,1668.0,63829.77,15.36
10854,India,Cassava,1992,232463,1083.0,70791.0,25.69
11039,India,Cassava,1993,230430,1083.0,66388.0,25.5
12597,India,Wheat,2001,27081,1083.0,43720.04,25.95
3784,Brazil,Sorghum,2002,18573,1761.0,145552.0,25.56
18479,Malaysia,Maize,2007,48554,2875.0,46868.35,27.23
11894,India,Wheat,1997,26789,1083.0,52279.0,24.71
14452,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.44
27422,Ukraine,Wheat,2002,30455,565.0,17486.64,8.87
15637,Iraq,Sorghum,2012,7314,216.0,1979.27,20.7
5327,Burundi,Sweet potatoes,2011,78801,1274.0,75.64,21.23
26097,Switzerland,Wheat,1994,54925,1537.0,1922.5,8.78
8623,Eritrea,Sorghum,2002,1562,383.0,27.63,24.86
15622,Iraq,"Rice, paddy",2011,35762,216.0,1795.94,23.44
7030,Croatia,Maize,2012,43374,1113.0,1737.47,11.12
1812,Austria,Soybeans,1999,27209,1110.0,3418.6,9.17
12904,India,Soybeans,2004,9082,1083.0,35113.0,25.25
7739,Ecuador,Potatoes,2000,56332,2274.0,17948.0,21.46
15117,Indonesia,Soybeans,2006,12878,2702.0,1597.0,27.55
4292,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,20.22
17498,Kenya,Sweet potatoes,1999,105824,630.0,3056.0,16.7
12302,India,Maize,2000,18216,1083.0,44957.52,24.69
18090,Madagascar,Cassava,1994,67429,1513.0,76.15,19.96
25392,Spain,Potatoes,1999,247421,636.0,33614.0,12.09
8731,Finland,Potatoes,2002,261779,536.0,1620.36,5.54
16452,Japan,"Rice, paddy",1996,65402,1668.0,79821.18,12.61
10699,India,Cassava,1991,218925,1083.0,72133.0,25.74
7543,Ecuador,Maize,1993,11442,2274.0,1844.0,17.42
14416,India,Maize,2013,25726,1083.0,45620.0,27.44
28170,Zimbabwe,Cassava,2005,43541,657.0,3129.26,21.49
16400,Japan,Potatoes,1995,323558,1668.0,79821.18,12.98
4641,Brazil,Maize,2012,50057,1761.0,346583.0,24.84
7505,Ecuador,Soybeans,1991,16598,2274.0,2377.0,22.18
10214,Honduras,Potatoes,1996,128591,1976.0,6464.0,24.39
20086,Mexico,Potatoes,2008,277258,758.0,61732.11,21.02
7710,Ecuador,Potatoes,1999,93077,2274.0,14216.0,21.21
23721,Portugal,Wheat,2011,12002,854.0,14024.98,16.91
16430,Japan,Yams,1995,197704,1668.0,79821.18,12.98
7714,Ecuador,"Rice, paddy",1999,35225,2274.0,14216.0,17.02
16390,Japan,Yams,1994,208410,1668.0,79821.18,16.06
11599,India,Maize,1996,17094,1083.0,56114.0,27.01
14119,India,Sorghum,2011,9487,1083.0,55540.0,25.45
22148,Pakistan,Maize,1997,16352,494.0,16936.0,23.76
4275,Brazil,Sorghum,2008,24105,1761.0,312637.0,26.94
25284,Spain,Maize,1994,68566,636.0,31244.0,12.45
18939,Mauritius,Potatoes,2006,238105,2041.0,623.96,24.32
7531,Ecuador,Soybeans,1992,16420,2274.0,2012.0,17.67
16127,Jamaica,Cassava,2006,186213,2051.0,909.71,27.58
22885,Pakistan,Sweet potatoes,2009,114254,494.0,3957.61,27.41
1961,Azerbaijan,"Rice, paddy",2009,25279,447.0,316.18,12.6
19305,Mexico,Maize,1995,22883,758.0,34468.93,25.01
10957,India,Sorghum,1992,9820,1083.0,70791.0,25.58
20952,Mozambique,Sweet potatoes,2013,209796,1032.0,766.93,21.37
13670,India,Cassava,2009,343433,1083.0,28707.01,26.55
12406,India,Sweet potatoes,2000,97421,1083.0,44957.52,24.57
17952,Libya,Wheat,2006,7879,56.0,4847.0,20.64
10624,India,Soybeans,1990,10145,1083.0,75000.0,24.1
12884,India,Sorghum,2004,7161,1083.0,35113.0,26.24
3961,Brazil,"Rice, paddy",2005,33691,1761.0,232232.0,22.05
20226,Mexico,Sorghum,2010,39246,758.0,63402.29,19.62
11243,India,Maize,1994,14480,1083.0,61357.0,25.71
2591,Brazil,Sorghum,1990,17150,1761.0,49695.0,20.29
11754,India,Cassava,1997,221117,1083.0,52279.0,26.53
4935,Bulgaria,"Rice, paddy",2010,47952,608.0,1588.5,9.65
2875,Brazil,"Rice, paddy",1993,22912,1761.0,75658.33,17.93
11130,India,Sorghum,1993,8981,1083.0,66388.0,24.34
4600,Brazil,Wheat,2011,26602,1761.0,345026.0,20.33
16269,Japan,Maize,1992,25180,1668.0,79821.18,15.68
27555,United Kingdom,Potatoes,1997,429656,1220.0,35490.0,10.17
25254,Spain,Soybeans,1992,20184,636.0,31839.0,11.89
6048,Canada,Soybeans,2010,29515,537.0,61050.0,7.11
18729,Mauritania,"Rice, paddy",1992,39870,92.0,39.09,27.52
23072,Pakistan,Sweet potatoes,2012,86553,494.0,990.09,27.23
27020,Turkey,Soybeans,2009,36570,593.0,37651.15,19.94
10135,Haiti,Yams,2010,69948,1440.0,27.85,27.19
18714,Mauritania,Potatoes,1990,54628,92.0,39.09,27.67
2445,Belgium,Maize,2002,111962,847.0,9204.0,11.44
3455,Brazil,Potatoes,1999,164604,1761.0,127585.0,21.59
4628,Brazil,Cassava,2012,136118,1761.0,346583.0,19.72
7239,Dominican Republic,Plantains and others,1999,97323,1410.0,5398.0,26.62
19410,Mexico,Sweet potatoes,1996,185891,758.0,34468.93,20.79
25992,Suriname,Plantains and others,2007,254652,2331.0,1847.86,27.19
15055,Indonesia,Cassava,2005,159224,2702.0,1597.0,27.22
15645,Iraq,Potatoes,2013,170599,216.0,2162.6,21.77
12578,India,Sweet potatoes,2001,88368,1083.0,43720.04,27.56
855,Australia,Maize,1991,39938,534.0,17866.0,17.85
20118,Mexico,Sweet potatoes,2008,215028,758.0,61732.11,21.02
1948,Azerbaijan,Maize,2007,46175,447.0,148.68,12.75
22779,Pakistan,Maize,2008,34154,494.0,4946.79,26.33
27316,Uganda,"Rice, paddy",2009,23926,1180.0,88.0,24.18
7159,Dominican Republic,Plantains and others,1994,71308,1410.0,4971.0,26.64
16993,Japan,"Rice, paddy",2010,65135,1668.0,55576.0,16.12
22491,Pakistan,Sorghum,2002,5989,494.0,10881.83,27.0
14756,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.08
17572,Kenya,Maize,2008,13925,630.0,1578.0,16.66
4686,Brazil,Soybeans,2012,26366,1761.0,346583.0,25.65
1991,Bahamas,Sweet potatoes,1993,31571,1292.0,484.59,25.26
28024,Zambia,Sweet potatoes,2009,33057,1020.0,1670.0,20.76
22451,Pakistan,Wheat,2001,23254,494.0,11871.0,27.7
785,Armenia,Potatoes,2006,163418,562.0,227.55,9.89
9567,Guatemala,Potatoes,2000,224631,1996.0,9665.14,19.47
21597,Niger,Sorghum,2005,3812,151.0,24.75,30.02
12608,India,Wheat,2001,27081,1083.0,43720.04,25.34
13922,India,"Rice, paddy",2010,33587,1083.0,40093.69,26.82
3116,Brazil,Wheat,1995,15420,1761.0,92967.22,18.27
1728,Australia,Wheat,2012,21511,534.0,48687.88,11.79
12120,India,Maize,1999,17922,1083.0,46195.0,24.9
14950,Indonesia,Cassava,2001,129407,2702.0,1597.0,26.81
4820,Bulgaria,Potatoes,1990,104986,608.0,3906.0,9.51
19900,Mexico,"Rice, paddy",2005,50653,758.0,51741.99,19.82
26583,Turkey,Potatoes,1992,236046,593.0,27110.0,13.01
5894,Canada,Maize,2004,82410,537.0,36138.0,6.4
26470,Tunisia,Wheat,1994,10694,207.0,909.0,19.93
27796,Uruguay,Wheat,2001,11488,1300.0,4433.04,17.61
3678,Brazil,Sorghum,2001,18654,1761.0,151523.0,18.67
1785,Austria,Wheat,1992,53938,1110.0,3897.0,9.49
11281,India,"Rice, paddy",1994,28645,1083.0,61357.0,25.01
8187,Egypt,Sweet potatoes,1997,224888,51.0,4607.0,20.52
17531,Kenya,Cassava,2004,111000,630.0,1578.0,16.92
6045,Canada,Potatoes,2010,128373,537.0,61050.0,8.33
17128,Japan,Soybeans,2013,15520,1668.0,52794.3,16.0
12860,India,"Rice, paddy",2004,29756,1083.0,35113.0,25.25
1958,Azerbaijan,Wheat,2008,27251,447.0,262.99,12.3
12624,India,Cassava,2002,272746,1083.0,42482.56,27.03
1915,Azerbaijan,Soybeans,1999,12000,447.0,148.68,12.74
12753,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.7
1654,Australia,Potatoes,2011,350887,534.0,47632.99,16.9
25568,Spain,Soybeans,2008,29801,636.0,40719.0,16.92
25806,Sri Lanka,"Rice, paddy",2006,36705,1712.0,1751.75,26.56
24082,Rwanda,Soybeans,2006,6406,1212.0,288.72,20.02
13760,India,Sorghum,2009,9621,1083.0,28707.01,26.76
8846,France,Sorghum,2006,55127,867.0,71612.0,11.79
14692,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,26.88
8890,France,Wheat,2013,72656,867.0,66497.29,11.01
3117,Brazil,Wheat,1995,15420,1761.0,92967.22,18.27
22674,Pakistan,Sorghum,2006,6156,494.0,6925.13,25.17
5861,Canada,Wheat,2001,19452,537.0,38456.0,9.63
6138,Central African Republic,Maize,1991,8149,1342.0,0.04,25.45
27710,United Kingdom,Wheat,2013,73838,1220.0,17673.46,9.57
27350,Uganda,Plantains and others,2013,45000,1180.0,88.0,24.13
12598,India,Wheat,2001,27081,1083.0,43720.04,25.86
20083,Mexico,Potatoes,2008,277258,758.0,61732.11,22.68
18589,Mali,Potatoes,1999,186268,282.0,19.82,27.26
18149,Madagascar,"Rice, paddy",2001,21956,1513.0,87.59,20.12
6295,Chile,"Rice, paddy",1990,41734,1522.0,15373.0,12.88
20878,Mozambique,Maize,2002,7065,1032.0,17.4,21.96
6825,Colombia,Yams,2007,104038,3240.0,82439.06,27.45
10796,India,Soybeans,1991,7825,1083.0,72133.0,27.35
1815,Austria,Potatoes,2000,292627,1110.0,3563.2,10.08
11989,India,"Rice, paddy",1998,28805,1083.0,49157.0,26.4
28019,Zambia,Maize,2009,20692,1020.0,1670.0,20.76
6664,Colombia,Yams,1997,103399,3240.0,16005.0,22.9
15709,Italy,Soybeans,1990,33588,832.0,100596.4,12.83
20338,Mexico,Potatoes,2012,268098,758.0,64512.22,20.61
2596,Brazil,Sorghum,1990,17150,1761.0,49695.0,25.29
3214,Brazil,Wheat,1996,18334,1761.0,101621.67,20.18
19650,Mexico,Sorghum,2000,30762,758.0,34468.93,20.19
24232,Saudi Arabia,Potatoes,2000,262035,59.0,3024.11,26.55
15402,Iraq,Maize,1992,20046,216.0,692.0,21.52
12549,India,Soybeans,2001,9400,1083.0,43720.04,27.2
10632,India,Soybeans,1990,10145,1083.0,75000.0,26.63
28159,Zimbabwe,Soybeans,2002,16466,657.0,3023.72,21.08
28053,Zambia,"Rice, paddy",2013,11617,1020.0,1670.0,20.14
22908,Pakistan,Potatoes,2010,226823,494.0,2968.44,25.48
16363,Japan,"Rice, paddy",1994,67703,1668.0,79821.18,16.33
8380,Egypt,Sorghum,2012,53034,51.0,13991.0,22.48
11783,India,Potatoes,1997,193913,1083.0,52279.0,25.09
5562,Cameroon,"Rice, paddy",2012,14217,1604.0,1372.47,25.18
5168,Burundi,Cassava,1993,90264,1274.0,96.99,21.17
15809,Italy,Sweet potatoes,1997,199328,832.0,84799.0,13.13
8449,El Salvador,Cassava,1996,158831,1784.0,3319.85,25.77
11387,India,Cassava,1995,252775,1083.0,61257.0,25.73
14103,India,"Rice, paddy",2011,35878,1083.0,55540.0,25.48
15419,Iraq,"Rice, paddy",1993,18727,216.0,692.0,18.75
16016,Italy,Soybeans,2013,33906,832.0,55633.0,8.04
24038,Rwanda,Sweet potatoes,2000,59138,1212.0,147.0,19.59
17142,Japan,Wheat,2013,38616,1668.0,52794.3,13.91
24833,South Africa,Wheat,1999,24137,495.0,26098.8,19.27
21983,Pakistan,Sorghum,1994,6011,494.0,6183.0,26.87
21639,Niger,Sorghum,2011,2676,151.0,10.59,30.1
7098,Dominican Republic,"Rice, paddy",1990,47851,1410.0,4971.0,26.67
13752,India,"Rice, paddy",2009,32366,1083.0,28707.01,25.87
28029,Zambia,"Rice, paddy",2010,16778,1020.0,1670.0,21.34
11646,India,Sorghum,1996,9591,1083.0,56114.0,25.63
3903,Brazil,Sweet potatoes,2004,114957,1761.0,214725.0,25.94
1761,Australia,Soybeans,2013,22336,534.0,45177.18,18.09
3089,Brazil,Sorghum,1995,17981,1761.0,92967.22,26.05
22944,Pakistan,Sweet potatoes,2010,109417,494.0,2968.44,25.48
5540,Cameroon,Plantains and others,2010,122250,1604.0,1160.63,25.7
16153,Jamaica,Sweet potatoes,2009,170803,2051.0,909.71,27.42
9336,Greece,Wheat,1992,24315,652.0,7869.0,17.13
16876,Japan,Soybeans,2007,16392,1668.0,61164.07,16.03
10595,India,Sorghum,1990,8136,1083.0,75000.0,25.44
16940,Japan,Maize,2009,25385,1668.0,60970.8,13.55
9467,Greece,Soybeans,2012,25983,652.0,8002.2,18.82
28031,Zambia,Soybeans,2010,18409,1020.0,1670.0,21.34
15101,Indonesia,Maize,2006,34699,2702.0,1597.0,27.55
22670,Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,25.17
8291,Egypt,Potatoes,2006,250085,51.0,9781.0,21.15
18777,Mauritania,Potatoes,1999,46667,92.0,39.09,27.23
19227,Mexico,Wheat,1993,40821,758.0,34468.93,22.11
25745,Sri Lanka,Sweet potatoes,1997,60379,1712.0,1622.4,26.66
14911,Indonesia,Cassava,2000,125305,2702.0,1597.0,27.2
23952,Rwanda,Maize,1991,11556,1212.0,107.0,19.22
673,Argentina,Sorghum,2009,38752,591.0,61586.56,18.16
27097,Turkey,Potatoes,2012,280384,593.0,42610.59,12.71
17346,Kazakhstan,"Rice, paddy",2009,35323,250.0,8716.14,3.03
3630,Brazil,Yams,2000,91522,1761.0,140423.0,25.35
11201,India,Wheat,1993,23267,1083.0,66388.0,27.07
10613,India,Soybeans,1990,10145,1083.0,75000.0,26.88
21090,Nepal,Wheat,2000,17931,1500.0,111.72,15.13
10059,Haiti,Potatoes,2000,120000,1440.0,27.85,26.76
17971,Libya,Maize,2010,19333,56.0,3548.0,20.51
26998,Turkey,Wheat,2008,23451,593.0,37640.2,14.91
1216,Australia,Sweet potatoes,1999,275000,534.0,34200.0,16.77
245,Angola,Potatoes,1995,76738,1010.0,336.0,24.56
27955,Zambia,Maize,2000,17720,1020.0,1670.0,20.66
690,Argentina,Sorghum,2010,48163,591.0,105915.04,17.84
1102,Australia,Maize,1997,59403,534.0,34091.0,16.48
7918,Ecuador,Cassava,2008,51231,2274.0,15396.14,17.16
16007,Italy,Wheat,2012,41293,832.0,61889.0,13.45
6990,Croatia,Maize,2004,63054,1113.0,2174.0,10.06
7100,Dominican Republic,Sorghum,1990,24008,1410.0,4971.0,26.67
27593,United Kingdom,Potatoes,2001,402970,1220.0,32893.1,9.25
1531,Australia,Potatoes,2008,381224,534.0,42935.38,14.11
1574,Australia,Potatoes,2009,361747,534.0,38065.68,19.01
9449,Greece,Maize,2010,103818,652.0,5607.7,19.3
26146,Switzerland,Maize,2008,97027,1537.0,2011.47,7.98
24645,South Africa,Potatoes,1993,228678,495.0,16582.0,19.32
5791,Canada,Wheat,1998,22550,537.0,41275.6,6.68
20961,Namibia,Sorghum,1992,973,285.0,48.0,20.36
16201,Japan,Soybeans,1990,15106,1668.0,79821.18,16.4
13231,India,Sorghum,2006,8803,1083.0,37423.0,27.28
663,Argentina,Wheat,2008,28271,591.0,87149.01,17.71
24881,South Africa,Soybeans,2001,16862,495.0,26857.0,18.92
9146,Germany,Wheat,2012,73312,700.0,45522.5,9.96
405,Argentina,Sweet potatoes,1991,131364,591.0,26156.0,17.64
17388,Kazakhstan,Wheat,2012,7929,250.0,8674.58,2.5
7650,Ecuador,Maize,1997,11482,2274.0,7612.0,22.88
22631,Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,27.21
24396,Senegal,"Rice, paddy",2000,23454,686.0,491.03,25.26
23005,Pakistan,Soybeans,2011,6953,494.0,1979.27,19.53
1689,Australia,Wheat,2011,20301,534.0,47632.99,17.71
9583,Guatemala,Maize,2002,20659,1996.0,10381.71,19.93
23211,Papua New Guinea,Sorghum,1998,29748,3142.0,105.0,26.05
407,Argentina,Wheat,1991,18972,591.0,26156.0,17.64
13685,India,Cassava,2009,343433,1083.0,28707.01,26.31
15515,Iraq,"Rice, paddy",2001,12800,216.0,837.47,20.8
13656,India,Wheat,2008,28022,1083.0,14485.33,27.45
9183,Ghana,Sorghum,1993,10604,1187.0,65.8,26.67
14627,Indonesia,Cassava,1992,122220,2702.0,825.0,27.4
8838,France,Potatoes,2005,422227,867.0,78265.0,11.55
7288,Dominican Republic,Potatoes,2002,166370,1410.0,4018.07,27.08
21327,Nicaragua,Cassava,1992,110870,2280.0,575.0,27.16
24777,South Africa,Wheat,1997,17575,495.0,21596.0,18.64
26849,Turkey,Wheat,2002,21006,593.0,27915.0,18.18
8517,El Salvador,"Rice, paddy",2005,72118,1784.0,1922.78,26.07
16916,Japan,Soybeans,2008,17791,1668.0,58750.0,13.31
14044,India,Maize,2011,24784,1083.0,55540.0,25.53
8226,Egypt,Sorghum,2000,57885,51.0,4931.0,21.49
21965,Pakistan,Potatoes,1994,133171,494.0,6183.0,26.87
18244,Malawi,Plantains and others,1990,40179,1181.0,173.19,20.86
10363,Honduras,Wheat,2013,5528,1976.0,7194.91,24.86
13774,India,Sorghum,2009,9621,1083.0,28707.01,25.87
18371,Malawi,Soybeans,2008,8722,1181.0,624.52,20.42
13946,India,Sorghum,2010,8602,1083.0,40093.69,24.98
25063,South Africa,Potatoes,2009,339378,495.0,26857.0,20.71
8050,Ecuador,Wheat,2012,7995,2274.0,11469.74,17.46
14406,India,Maize,2013,25726,1083.0,45620.0,26.84
18459,Malaysia,Maize,2001,30455,2875.0,39406.48,27.24
22838,Pakistan,Maize,2009,34879,494.0,3957.61,27.88
17986,Libya,Potatoes,2012,189474,56.0,3548.0,20.81
22584,Pakistan,Maize,2005,29843,494.0,7914.31,24.66
12402,India,Sweet potatoes,2000,97421,1083.0,44957.52,27.23
19115,Mexico,Maize,1992,23450,758.0,34468.93,21.92
5526,Cameroon,Wheat,2008,13444,1604.0,882.13,25.42
16463,Japan,Sweet potatoes,1996,233474,1668.0,79821.18,14.8
17095,Japan,Wheat,2012,41004,1668.0,54716.4,15.53
19540,Mexico,Sweet potatoes,1998,187500,758.0,34468.93,20.31
19142,Mexico,Sorghum,1992,38910,758.0,34468.93,21.0
11502,India,Soybeans,1995,10121,1083.0,61257.0,26.13
27114,Turkey,Soybeans,2012,36394,593.0,42610.59,18.54
12929,India,Sweet potatoes,2004,88588,1083.0,35113.0,26.63
22937,Pakistan,Soybeans,2010,5730,494.0,2968.44,28.0
11260,India,Potatoes,1994,166101,1083.0,61357.0,25.92
3110,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,18.89
9759,Guinea,Maize,2001,14430,1651.0,254.42,27.36
12766,India,Sweet potatoes,2002,85694,1083.0,42482.56,27.35
490,Argentina,Cassava,1997,100000,591.0,77691.0,18.54
4676,Brazil,Soybeans,2012,26366,1761.0,346583.0,22.16
25516,Spain,Maize,2006,97437,636.0,39767.0,17.97
8372,Egypt,Wheat,2011,65428,51.0,12945.0,21.99
15536,Iraq,Potatoes,2004,162581,216.0,828.62,23.72
11255,India,Potatoes,1994,166101,1083.0,61357.0,25.33
7821,Ecuador,"Rice, paddy",2004,42187,2274.0,29799.84,22.04
18473,Malaysia,Sweet potatoes,2005,126406,2875.0,39406.48,27.59
1474,Australia,Wheat,2006,20213,534.0,35900.0,16.75
13483,India,Wheat,2007,27079,1083.0,27422.77,25.44
4956,Bulgaria,Wheat,2013,41885,608.0,1197.0,11.26
24201,Saudi Arabia,Sorghum,1996,11513,59.0,994.0,26.37
23236,Papua New Guinea,Maize,2002,52970,3142.0,105.0,25.48
12930,India,Sweet potatoes,2004,88588,1083.0,35113.0,27.23
13478,India,Wheat,2007,27079,1083.0,27422.77,26.15
8206,Egypt,Maize,1999,75174,51.0,4823.0,22.28
12674,India,Potatoes,2002,194173,1083.0,42482.56,25.58
8686,Estonia,Wheat,2002,23025,626.0,331.0,6.34
22088,Pakistan,Maize,1996,15884,494.0,11955.0,22.61
6944,Croatia,Wheat,1993,41867,1113.0,2675.33,10.19
5517,Cameroon,Yams,2007,121002,1604.0,918.88,25.49
9763,Guinea,Sweet potatoes,2001,36981,1651.0,254.42,27.36
2081,Bahrain,Potatoes,2013,179569,83.0,9.14,27.86
7899,Ecuador,Potatoes,2007,68022,2274.0,14156.16,21.68
11278,India,"Rice, paddy",1994,28645,1083.0,61357.0,25.87
4595,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,18.82
